,fieldID,ID,Coord,ESCA,BlackLeaf,Humidity
24,Field1 - white_grape,000018,"(51.05019401241902, 0.80414467905664)",0.11,0.73,0.56
25,Field1 - white_grape,000019,"(51.04997596213224, 0.8038899454494086)",0.56,0.89,0.55
26,Field1 - white_grape,00001A,"(51.04975791184546, 0.8036352118421771)",0.75,0.48,0.55
27,Field1 - white_grape,00001B,"(51.04953986155868, 0.8033804782349457)",0.58,0.31,0.59
28,Field1 - white_grape,00001C,"(51.0493218112719, 0.8031257446277142)",0.38,0.07,0.53
29,Field1 - white_grape,00001D,"(51.04910376098512, 0.8028710110204829)",0.39,0.32,0.25
30,Field1 - white_grape,00001E,"(51.048885710698336, 0.8026162774132514)",0.68,0.46,0.39
31,Field1 - white_grape,00001F,"(51.04866766041156, 0.80236154380602)",0.96,0.83,0.95
32,Field1 - white_grape,000020,"(51.04844961012478, 0.8021068101987885)",0.46,0.73,0.38
33,Field1 - white_grape,000021,"(51.048231559838, 0.8018520765915571)",0.27,0.53,0.92
34,Field1 - white_grape,000022,"(51.04801350955122, 0.8015973429843256)",0.21,0.55,0.41
35,Field1 - white_grape,000023,"(51.04779545926444, 0.8013426093770942)",0.29,0.67,0.84
36,Field1 - white_grape,000024,"(51.04757740897766, 0.8010878757698627)",0.54,0.16,0.89
37,Field1 - white_grape,000025,"(51.05037537938535, 0.8048721965578788)",0.46,0.25,0.84
38,Field1 - white_grape,000026,"(51.05015732909857, 0.8046174629506473)",0.94,0.24,0.69
39,Field1 - white_grape,000027,"(51.04993927881179, 0.8043627293434159)",0.05,0.74,0.65
40,Field1 - white_grape,000028,"(51.04972122852501, 0.8041079957361845)",0.56,1.0,0.14
41,Field1 - white_grape,000029,"(51.04950317823823, 0.803853262128953)",0.14,0.19,0.19
42,Field1 - white_grape,00002A,"(51.04928512795145, 0.8035985285217216)",0.65,0.23,0.28
43,Field1 - white_grape,00002B,"(51.049067077664674, 0.8033437949144902)",0.61,0.94,0.87
44,Field1 - white_grape,00002C,"(51.04884902737789, 0.8030890613072588)",0.92,0.66,0.54
45,Field1 - white_grape,00002D,"(51.04863097709111, 0.8028343277000273)",0.18,0.24,0.43
46,Field1 - white_grape,00002E,"(51.04841292680433, 0.8025795940927959)",0.13,0.28,0.09
47,Field1 - white_grape,00002F,"(51.04819487651755, 0.8023248604855644)",0.82,0.31,0.02
48,Field1 - white_grape,000030,"(51.04797682623077, 0.802070126878333)",0.55,0.04,0.9
49,Field1 - white_grape,000031,"(51.04775877594399, 0.8018153932711015)",0.41,0.28,0.09
50,Field1 - white_grape,000032,"(51.047540725657214, 0.8015606596638701)",0.72,0.86,0.91
51,Field1 - white_grape,000033,"(51.05033869606489, 0.8053449804518908)",0.58,0.24,0.35
52,Field1 - white_grape,000034,"(51.050120645778115, 0.8050902468446594)",0.69,0.47,0.19
53,Field1 - white_grape,000035,"(51.04990259549133, 0.8048355132374279)",1.0,0.96,0.56
54,Field1 - white_grape,000036,"(51.049684545204556, 0.8045807796301965)",0.45,0.7,0.09
55,Field1 - white_grape,000037,"(51.04946649491777, 0.8043260460229651)",0.92,0.04,0.33
56,Field1 - white_grape,000038,"(51.049248444631, 0.8040713124157336)",0.17,0.09,0.61
57,Field1 - white_grape,000039,"(51.049030394344214, 0.8038165788085022)",0.22,0.67,0.22
58,Field1 - white_grape,00003A,"(51.04881234405744, 0.8035618452012707)",0.51,0.43,0.24
59,Field1 - white_grape,00003B,"(51.048594293770655, 0.8033071115940393)",0.39,0.55,0.28
60,Field1 - white_grape,00003C,"(51.04837624348387, 0.8030523779868078)",0.99,0.48,0.05
61,Field1 - white_grape,00003D,"(51.0481581931971, 0.8027976443795765)",0.55,0.95,0.22
62,Field1 - white_grape,00003E,"(51.04794014291031, 0.802542910772345)",0.33,0.77,0.68
63,Field1 - white_grape,00003F,"(51.04772209262354, 0.8022881771651136)",0.14,0.19,0.75
64,Field1 - white_grape,000040,"(51.050302012744446, 0.8058177643459028)",0.73,0.08,0.5
65,Field1 - white_grape,000041,"(51.05008396245766, 0.8055630307386714)",0.98,0.27,0.34
66,Field1 - white_grape,000042,"(51.04986591217089, 0.8053082971314399)",0.71,0.77,0.2
67,Field1 - white_grape,000043,"(51.049647861884104, 0.8050535635242084)",0.53,1.0,0.13
68,Field1 - white_grape,000044,"(51.04942981159733, 0.804798829916977)",0.65,0.76,0.68
69,Field1 - white_grape,000045,"(51.049211761310545, 0.8045440963097457)",0.6,0.09,0.71
70,Field1 - white_grape,000046,"(51.04899371102377, 0.8042893627025142)",0.5,0.63,0.23
71,Field1 - white_grape,000047,"(51.048775660736986, 0.8040346290952828)",0.23,0.72,0.95
72,Field1 - white_grape,000048,"(51.04855761045021, 0.8037798954880513)",0.05,0.13,0.19
73,Field1 - white_grape,000049,"(51.04833956016343, 0.8035251618808199)",0.86,0.01,0.85
74,Field1 - white_grape,00004A,"(51.048121509876644, 0.8032704282735884)",0.4,0.65,0.26
75,Field1 - white_grape,00004B,"(51.04790345958987, 0.803015694666357)",0.83,0.01,0.22
76,Field1 - white_grape,00004C,"(51.047685409303085, 0.8027609610591255)",0.46,0.24,0.54
77,Field1 - white_grape,00004D,"(51.05004727913721, 0.8060358146326833)",0.18,0.95,0.46
78,Field1 - white_grape,00004E,"(51.04982922885043, 0.8057810810254519)",0.84,0.39,0.75
79,Field1 - white_grape,00004F,"(51.04961117856365, 0.8055263474182204)",0.48,0.61,0.74
80,Field1 - white_grape,000050,"(51.04939312827687, 0.8052716138109889)",0.07,0.38,0.56
81,Field1 - white_grape,000051,"(51.04917507799009, 0.8050168802037575)",0.91,0.34,0.4
82,Field1 - white_grape,000052,"(51.04895702770331, 0.8047621465965261)",0.4,0.37,0.61
83,Field1 - white_grape,000053,"(51.048738977416534, 0.8045074129892946)",0.37,0.19,0.1
84,Field1 - white_grape,000054,"(51.04852092712975, 0.8042526793820632)",0.66,0.05,0.77
85,Field1 - white_grape,000055,"(51.048302876842975, 0.8039979457748317)",0.84,0.13,0.96
86,Field1 - white_grape,000056,"(51.04808482655619, 0.8037432121676004)",0.84,0.14,0.74
87,Field1 - white_grape,000057,"(51.04786677626941, 0.8034884785603689)",0.75,0.12,0.16
88,Field1 - white_grape,000058,"(51.05022864610354, 0.8067633321339267)",0.77,0.16,0.98
89,Field1 - white_grape,000059,"(51.05001059581676, 0.8065085985266952)",0.07,0.41,0.85
90,Field1 - white_grape,00005A,"(51.04979254552998, 0.8062538649194638)",0.54,0.78,0.67
91,Field1 - white_grape,00005B,"(51.0495744952432, 0.8059991313122324)",0.23,0.67,0.46
92,Field1 - white_grape,00005C,"(51.04935644495642, 0.805744397705001)",0.32,0.2,0.36
93,Field1 - white_grape,00005D,"(51.04913839466964, 0.8054896640977695)",0.83,0.85,0.49
94,Field1 - white_grape,00005E,"(51.048920344382864, 0.8052349304905381)",0.53,0.61,0.06
95,Field1 - white_grape,00005F,"(51.04870229409608, 0.8049801968833067)",0.27,0.51,0.84
96,Field1 - white_grape,000060,"(51.048484243809305, 0.8047254632760752)",0.07,0.0,0.68
97,Field1 - white_grape,000061,"(51.04826619352252, 0.8044707296688438)",0.99,0.34,0.1
98,Field1 - white_grape,000062,"(51.04804814323575, 0.8042159960616123)",0.3,0.95,0.7
99,Field1 - white_grape,000063,"(51.04783009294896, 0.8039612624543809)",0.97,0.77,0.22
100,Field1 - white_grape,000064,"(51.05019196278309, 0.8072361160279341)",0.41,0.2,0.21
101,Field1 - white_grape,000065,"(51.04997391249631, 0.8069813824207026)",0.81,0.38,0.88
102,Field1 - white_grape,000066,"(51.04975586220953, 0.8067266488134711)",0.36,0.21,0.9
103,Field1 - white_grape,000067,"(51.049537811922754, 0.8064719152062397)",0.18,0.69,0.68
104,Field1 - white_grape,000068,"(51.04931976163597, 0.8062171815990083)",0.19,0.93,0.96
105,Field1 - white_grape,000069,"(51.049101711349195, 0.8059624479917769)",0.02,0.92,0.82
106,Field1 - white_grape,00006A,"(51.04888366106241, 0.8057077143845454)",0.35,0.97,0.38
107,Field1 - white_grape,00006B,"(51.048665610775636, 0.805452980777314)",0.59,0.86,0.72
108,Field1 - white_grape,00006C,"(51.04844756048885, 0.8051982471700826)",0.52,0.33,0.54
109,Field1 - white_grape,00006D,"(51.04822951020208, 0.8049435135628511)",0.79,0.72,0.25
110,Field1 - white_grape,00006E,"(51.048011459915294, 0.8046887799556197)",0.21,0.06,0.33
111,Field1 - white_grape,00006F,"(51.04993722917585, 0.8074541663147147)",0.1,0.48,0.83
112,Field1 - white_grape,000070,"(51.04971917888908, 0.8071994327074832)",0.46,0.61,0.33
113,Field1 - white_grape,000071,"(51.049501128602294, 0.8069446991002517)",0.75,0.02,0.6
114,Field1 - white_grape,000072,"(51.04928307831552, 0.8066899654930203)",0.87,0.74,0.25
115,Field1 - white_grape,000073,"(51.049065028028735, 0.8064352318857889)",0.32,0.92,0.32
116,Field1 - white_grape,000074,"(51.04884697774196, 0.8061804982785574)",0.12,0.14,0.02
117,Field1 - white_grape,000075,"(51.04862892745518, 0.8059257646713259)",0.18,0.76,0.0
118,Field1 - white_grape,000076,"(51.0484108771684, 0.8056710310640945)",0.08,0.52,0.86
119,Field1 - white_grape,000077,"(51.04819282688162, 0.8054162974568632)",0.81,0.45,0.31
120,Field1 - white_grape,000078,"(51.04797477659484, 0.8051615638496317)",0.81,0.53,0.76
121,Field1 - white_grape,000079,"(51.04775672630806, 0.8049068302424003)",0.73,0.49,0.41
122,Field1 - white_grape,00007A,"(51.049682495568625, 0.8076722166014952)",0.17,0.92,0.71
123,Field1 - white_grape,00007B,"(51.04946444528185, 0.8074174829942637)",0.33,0.3,0.78
124,Field1 - white_grape,00007C,"(51.049246394995066, 0.8071627493870323)",0.82,0.8,0.16
125,Field1 - white_grape,00007D,"(51.04902834470829, 0.8069080157798009)",0.98,0.83,0.57
126,Field1 - white_grape,00007E,"(51.04881029442151, 0.8066532821725695)",0.26,0.89,0.11
127,Field1 - white_grape,00007F,"(51.04859224413473, 0.806398548565338)",0.38,0.36,0.27
128,Field1 - white_grape,000080,"(51.04837419384795, 0.8061438149581065)",0.2,0.72,0.56
129,Field1 - white_grape,000081,"(51.04815614356117, 0.8058890813508751)",0.53,0.37,0.73
130,Field1 - white_grape,000082,"(51.04793809327439, 0.8056343477436437)",0.93,0.09,0.45
131,Field1 - white_grape,000083,"(51.04942776196139, 0.8078902668882758)",0.68,0.29,0.89
132,Field1 - white_grape,000084,"(51.049209711674614, 0.8076355332810443)",0.93,0.67,0.38
133,Field1 - white_grape,000085,"(51.04899166138783, 0.8073807996738128)",0.97,0.84,0.45
134,Field1 - white_grape,000086,"(51.048773611101055, 0.8071260660665814)",0.53,0.25,0.73
135,Field1 - white_grape,000087,"(51.04855556081427, 0.80687133245935)",0.38,0.05,1.0
0,Field2 - white_grape,000000,"(51.04690246722365, 0.7932605962984454)",0.43,0.24,0.18
1,Field2 - white_grape,000001,"(51.04709837191101, 0.7937423671654169)",0.53,0.53,0.94
2,Field2 - white_grape,000002,"(51.046991423418106, 0.7936174263740612)",0.19,0.61,0.38
3,Field2 - white_grape,000003,"(51.0468844749252, 0.7934924855827056)",0.61,0.13,0.35
4,Field2 - white_grape,000004,"(51.046777526432294, 0.7933675447913499)",0.52,0.4,0.66
5,Field2 - white_grape,000005,"(51.04667057793939, 0.7932426039999941)",0.86,0.92,0.36
6,Field2 - white_grape,000006,"(51.04729427659837, 0.7942241380323884)",0.5,0.36,0.66
7,Field2 - white_grape,000007,"(51.047187328105466, 0.7940991972410327)",0.24,0.67,0.66
8,Field2 - white_grape,000008,"(51.04708037961256, 0.7939742564496771)",0.86,0.57,0.24
9,Field2 - white_grape,000009,"(51.04697343111966, 0.7938493156583213)",0.34,0.19,0.91
10,Field2 - white_grape,00000A,"(51.046866482626754, 0.7937243748669656)",0.21,0.55,0.44
11,Field2 - white_grape,00000B,"(51.04675953413385, 0.79359943407561)",0.87,0.2,0.43
12,Field2 - white_grape,00000C,"(51.04665258564094, 0.7934744932842542)",0.12,0.76,0.35
13,Field2 - white_grape,00000D,"(51.046545637148036, 0.7933495524928985)",0.18,0.74,0.73
14,Field2 - white_grape,00000E,"(51.04759712977863, 0.7948308496907158)",0.48,0.08,0.79
15,Field2 - white_grape,00000F,"(51.047490181285724, 0.79470590889936)",0.94,0.73,0.98
16,Field2 - white_grape,000010,"(51.047383232792825, 0.7945809681080044)",0.2,0.16,0.75
17,Field2 - white_grape,000011,"(51.04727628429992, 0.7944560273166487)",0.06,0.76,0.8
18,Field2 - white_grape,000012,"(51.04716933580701, 0.7943310865252929)",0.67,0.48,0.83
19,Field2 - white_grape,000013,"(51.04706238731411, 0.7942061457339372)",0.09,0.77,0.02
20,Field2 - white_grape,000014,"(51.0469554388212, 0.7940812049425816)",0.82,0.77,0.65
21,Field2 - white_grape,000015,"(51.0468484903283, 0.7939562641512258)",0.44,0.34,1.0
22,Field2 - white_grape,000016,"(51.046741541835395, 0.7938313233598701)",0.02,0.41,0.13
23,Field2 - white_grape,000017,"(51.04663459334249, 0.7937063825685144)",0.64,0.19,0.12
24,Field2 - white_grape,000018,"(51.04652764484958, 0.7935814417771587)",0.47,0.73,0.66
25,Field2 - white_grape,000019,"(51.04642069635668, 0.793456500985803)",0.8,0.86,0.97
26,Field2 - white_grape,00001A,"(51.04631374786378, 0.7933315601944473)",0.07,0.41,0.95
27,Field2 - white_grape,00001B,"(51.04588595389215, 0.7928317970290245)",0.37,0.55,0.2
28,Field2 - white_grape,00001C,"(51.047579137480184, 0.7950627389749759)",0.49,0.69,0.64
29,Field2 - white_grape,00001D,"(51.04747218898728, 0.7949377981836202)",0.95,0.0,0.92
30,Field2 - white_grape,00001E,"(51.04736524049437, 0.7948128573922644)",0.12,0.88,0.13
31,Field2 - white_grape,00001F,"(51.04725829200147, 0.7946879166009088)",0.07,0.88,0.97
32,Field2 - white_grape,000020,"(51.04715134350857, 0.794562975809553)",0.48,0.3,0.49
33,Field2 - white_grape,000021,"(51.04704439501566, 0.7944380350181973)",0.41,0.62,0.51
34,Field2 - white_grape,000022,"(51.046937446522755, 0.7943130942268416)",0.24,0.34,0.06
35,Field2 - white_grape,000023,"(51.04683049802985, 0.794188153435486)",0.8,0.72,0.69
36,Field2 - white_grape,000024,"(51.04672354953695, 0.7940632126441302)",0.99,0.51,0.86
37,Field2 - white_grape,000025,"(51.04661660104404, 0.7939382718527744)",0.4,0.56,0.37
38,Field2 - white_grape,000026,"(51.04650965255114, 0.7938133310614188)",0.1,0.53,0.94
39,Field2 - white_grape,000027,"(51.04640270405823, 0.7936883902700631)",0.97,0.58,0.7
40,Field2 - white_grape,000028,"(51.046295755565325, 0.7935634494787074)",0.48,0.86,0.73
41,Field2 - white_grape,000029,"(51.046188807072426, 0.7934385086873517)",0.75,0.29,0.59
42,Field2 - white_grape,00002A,"(51.04608185857952, 0.7933135678959959)",0.22,0.94,0.11
43,Field2 - white_grape,00002B,"(51.04597491008661, 0.7931886271046402)",0.18,0.17,0.32
44,Field2 - white_grape,00002C,"(51.04586796159371, 0.7930636863132846)",0.09,0.41,0.7
45,Field2 - white_grape,00002D,"(51.0457610131008, 0.7929387455219289)",0.26,0.18,0.73
46,Field2 - white_grape,00002E,"(51.0456540646079, 0.7928138047305732)",0.08,0.73,0.13
47,Field2 - white_grape,00002F,"(51.047454196688825, 0.7951696874678804)",0.38,0.41,0.33
48,Field2 - white_grape,000030,"(51.04734724819592, 0.7950447466765247)",0.97,0.85,0.35
49,Field2 - white_grape,000031,"(51.04724029970301, 0.7949198058851689)",0.2,0.18,0.65
50,Field2 - white_grape,000032,"(51.047133351210114, 0.7947948650938133)",0.28,0.39,0.34
51,Field2 - white_grape,000033,"(51.04702640271721, 0.7946699243024575)",0.3,0.53,0.0
52,Field2 - white_grape,000034,"(51.0469194542243, 0.7945449835111018)",0.63,0.14,0.07
53,Field2 - white_grape,000035,"(51.046812505731396, 0.7944200427197461)",0.32,0.54,0.86
54,Field2 - white_grape,000036,"(51.04670555723849, 0.7942951019283905)",0.33,0.47,0.87
55,Field2 - white_grape,000037,"(51.04659860874559, 0.7941701611370346)",0.84,0.58,0.17
56,Field2 - white_grape,000038,"(51.046491660252684, 0.7940452203456789)",0.59,0.04,0.45
57,Field2 - white_grape,000039,"(51.04638471175978, 0.7939202795543233)",0.06,0.55,0.76
58,Field2 - white_grape,00003A,"(51.04627776326687, 0.7937953387629676)",0.44,0.51,0.19
59,Field2 - white_grape,00003B,"(51.046170814773966, 0.7936703979716119)",0.88,0.44,0.6
60,Field2 - white_grape,00003C,"(51.04606386628107, 0.7935454571802562)",0.76,0.1,0.73
61,Field2 - white_grape,00003D,"(51.04595691778816, 0.7934205163889004)",0.05,0.94,0.97
62,Field2 - white_grape,00003E,"(51.045849969295254, 0.7932955755975447)",0.6,0.51,1.0
63,Field2 - white_grape,00003F,"(51.04574302080235, 0.7931706348061891)",0.97,0.12,0.11
64,Field2 - white_grape,000040,"(51.04563607230944, 0.7930456940148334)",0.16,0.2,0.0
65,Field2 - white_grape,000041,"(51.04552912381654, 0.7929207532234777)",0.88,0.57,0.65
66,Field2 - white_grape,000042,"(51.04542217532364, 0.7927958124321219)",0.49,0.05,0.23
67,Field2 - white_grape,000043,"(51.04732925589747, 0.7952766359607848)",0.99,0.92,0.51
68,Field2 - white_grape,000044,"(51.04722230740457, 0.7951516951694291)",0.12,0.45,0.72
69,Field2 - white_grape,000045,"(51.04711535891166, 0.7950267543780732)",0.77,0.39,0.54
70,Field2 - white_grape,000046,"(51.04700841041876, 0.7949018135867176)",0.94,0.4,0.45
71,Field2 - white_grape,000047,"(51.046901461925856, 0.7947768727953619)",0.72,0.58,0.2
72,Field2 - white_grape,000048,"(51.04679451343295, 0.7946519320040062)",0.92,0.05,0.6
73,Field2 - white_grape,000049,"(51.046687564940044, 0.7945269912126505)",0.23,1.0,0.18
74,Field2 - white_grape,00004A,"(51.04658061644714, 0.7944020504212949)",0.31,0.72,0.53
75,Field2 - white_grape,00004B,"(51.04647366795424, 0.794277109629939)",0.01,0.5,0.04
76,Field2 - white_grape,00004C,"(51.04636671946133, 0.7941521688385833)",0.52,0.9,0.73
77,Field2 - white_grape,00004D,"(51.046259770968426, 0.7940272280472277)",0.53,0.48,0.16
78,Field2 - white_grape,00004E,"(51.04615282247552, 0.793902287255872)",0.04,0.7,0.16
79,Field2 - white_grape,00004F,"(51.046045873982614, 0.7937773464645163)",0.76,0.07,0.64
80,Field2 - white_grape,000050,"(51.045938925489715, 0.7936524056731605)",0.37,0.79,0.37
81,Field2 - white_grape,000051,"(51.04583197699681, 0.7935274648818048)",0.88,0.47,0.88
82,Field2 - white_grape,000052,"(51.0457250285039, 0.7934025240904491)",0.62,0.43,0.51
83,Field2 - white_grape,000053,"(51.045618080010996, 0.7932775832990935)",0.25,0.35,0.36
84,Field2 - white_grape,000054,"(51.04551113151809, 0.7931526425077378)",0.71,0.66,0.31
85,Field2 - white_grape,000055,"(51.04540418302519, 0.793027701716382)",0.65,0.12,0.31
86,Field2 - white_grape,000056,"(51.045297234532285, 0.7929027609250263)",0.27,0.23,0.35
87,Field2 - white_grape,000057,"(51.04731126359903, 0.7955085252450448)",0.7,0.17,0.61
88,Field2 - white_grape,000058,"(51.04720431510612, 0.7953835844536892)",0.21,0.18,0.64
89,Field2 - white_grape,000059,"(51.047097366613215, 0.7952586436623335)",0.72,0.58,0.22
90,Field2 - white_grape,00005A,"(51.04699041812031, 0.7951337028709776)",0.19,0.68,0.45
91,Field2 - white_grape,00005B,"(51.04688346962741, 0.795008762079622)",0.28,0.61,0.22
92,Field2 - white_grape,00005C,"(51.046776521134504, 0.7948838212882663)",0.37,0.38,0.58
93,Field2 - white_grape,00005D,"(51.0466695726416, 0.7947588804969106)",0.8,0.25,0.7
94,Field2 - white_grape,00005E,"(51.04656262414869, 0.7946339397055548)",0.96,0.5,0.59
95,Field2 - white_grape,00005F,"(51.046455675655785, 0.7945089989141992)",0.64,0.6,0.28
96,Field2 - white_grape,000060,"(51.046348727162886, 0.7943840581228434)",0.9,0.76,0.02
97,Field2 - white_grape,000061,"(51.04624177866998, 0.7942591173314877)",0.97,0.2,0.44
98,Field2 - white_grape,000062,"(51.046134830177074, 0.7941341765401321)",0.73,0.28,1.0
99,Field2 - white_grape,000063,"(51.04602788168417, 0.7940092357487764)",0.97,0.73,0.29
100,Field2 - white_grape,000064,"(51.04592093319126, 0.7938842949574206)",0.2,0.42,0.72
101,Field2 - white_grape,000065,"(51.04581398469836, 0.7937593541660649)",0.43,0.33,0.13
102,Field2 - white_grape,000066,"(51.04570703620546, 0.7936344133747092)",0.49,0.25,0.68
103,Field2 - white_grape,000067,"(51.04560008771255, 0.7935094725833535)",0.96,0.89,0.34
104,Field2 - white_grape,000068,"(51.045493139219644, 0.7933845317919979)",0.77,0.53,0.99
105,Field2 - white_grape,000069,"(51.04538619072674, 0.7932595910006421)",0.6,0.76,0.85
106,Field2 - white_grape,00006A,"(51.04527924223384, 0.7931346502092864)",0.65,0.0,0.88
107,Field2 - white_grape,00006B,"(51.04718632280767, 0.7956154737379493)",0.67,0.83,0.62
108,Field2 - white_grape,00006C,"(51.04707937431476, 0.7954905329465937)",0.52,0.84,0.2
109,Field2 - white_grape,00006D,"(51.046972425821856, 0.7953655921552379)",0.22,0.77,0.34
110,Field2 - white_grape,00006E,"(51.04686547732895, 0.7952406513638821)",0.09,0.95,0.5
111,Field2 - white_grape,00006F,"(51.04675852883605, 0.7951157105725265)",0.38,0.98,0.14
112,Field2 - white_grape,000070,"(51.046651580343145, 0.7949907697811708)",0.17,0.14,0.75
113,Field2 - white_grape,000071,"(51.04654463185024, 0.7948658289898151)",0.01,0.5,0.35
114,Field2 - white_grape,000072,"(51.04643768335733, 0.7947408881984593)",0.71,0.78,0.98
115,Field2 - white_grape,000073,"(51.046330734864426, 0.7946159474071037)",0.58,0.43,0.36
116,Field2 - white_grape,000074,"(51.04622378637153, 0.7944910066157479)",0.75,0.27,0.57
117,Field2 - white_grape,000075,"(51.04611683787862, 0.7943660658243922)",0.27,0.27,0.11
118,Field2 - white_grape,000076,"(51.046009889385715, 0.7942411250330366)",0.35,0.96,0.34
119,Field2 - white_grape,000077,"(51.04590294089281, 0.7941161842416808)",0.79,0.66,0.1
120,Field2 - white_grape,000078,"(51.0457959923999, 0.7939912434503251)",0.99,0.37,0.01
121,Field2 - white_grape,000079,"(51.045689043907004, 0.7938663026589694)",0.06,0.17,0.22
122,Field2 - white_grape,00007A,"(51.0455820954141, 0.7937413618676137)",0.72,0.26,0.5
123,Field2 - white_grape,00007B,"(51.04547514692119, 0.793616421076258)",0.83,0.49,0.45
124,Field2 - white_grape,00007C,"(51.045368198428285, 0.7934914802849024)",0.18,0.17,0.46
125,Field2 - white_grape,00007D,"(51.04706138201632, 0.7957224222308537)",1.0,0.22,0.54
126,Field2 - white_grape,00007E,"(51.04695443352341, 0.795597481439498)",0.74,0.86,0.12
127,Field2 - white_grape,00007F,"(51.046847485030504, 0.7954725406481423)",0.06,0.98,0.95
128,Field2 - white_grape,000080,"(51.0467405365376, 0.7953475998567865)",0.51,0.71,0.01
129,Field2 - white_grape,000081,"(51.0466335880447, 0.7952226590654309)",0.52,0.62,0.56
130,Field2 - white_grape,000082,"(51.04652663955179, 0.7950977182740752)",0.6,0.0,0.44
131,Field2 - white_grape,000083,"(51.04641969105889, 0.7949727774827194)",0.68,0.5,0.76
132,Field2 - white_grape,000084,"(51.04631274256598, 0.7948478366913637)",0.12,0.36,0.12
133,Field2 - white_grape,000085,"(51.046205794073074, 0.7947228959000081)",1.0,0.68,0.78
134,Field2 - white_grape,000086,"(51.046098845580175, 0.7945979551086523)",0.6,0.85,0.16
135,Field2 - white_grape,000087,"(51.04599189708727, 0.7944730143172966)",0.54,0.33,0.96
136,Field2 - white_grape,000088,"(51.04588494859436, 0.794348073525941)",0.6,0.37,0.77
137,Field2 - white_grape,000089,"(51.04577800010146, 0.7942231327345852)",0.4,0.53,0.22
138,Field2 - white_grape,00008A,"(51.04567105160855, 0.7940981919432295)",0.23,0.65,0.76
139,Field2 - white_grape,00008B,"(51.04556410311565, 0.7939732511518738)",0.4,0.78,0.92
140,Field2 - white_grape,00008C,"(51.045457154622746, 0.7938483103605181)",0.7,0.55,0.99
141,Field2 - white_grape,00008D,"(51.04535020612984, 0.7937233695691623)",0.87,0.66,0.76
142,Field2 - white_grape,00008E,"(51.04693644122496, 0.7958293707237581)",0.41,0.49,0.86
143,Field2 - white_grape,00008F,"(51.04682949273205, 0.7957044299324025)",0.17,0.23,0.61
144,Field2 - white_grape,000090,"(51.046722544239145, 0.7955794891410468)",0.67,0.47,0.24
145,Field2 - white_grape,000091,"(51.04661559574624, 0.795454548349691)",0.31,0.03,0.46
146,Field2 - white_grape,000092,"(51.04650864725334, 0.7953296075583354)",0.38,0.6,0.04
147,Field2 - white_grape,000093,"(51.046401698760434, 0.7952046667669797)",0.89,0.53,0.08
148,Field2 - white_grape,000094,"(51.04629475026753, 0.7950797259756239)",0.4,0.22,0.72
149,Field2 - white_grape,000095,"(51.04618780177462, 0.7949547851842682)",0.31,0.2,0.9
150,Field2 - white_grape,000096,"(51.046080853281715, 0.7948298443929126)",0.63,0.32,0.88
151,Field2 - white_grape,000097,"(51.045973904788816, 0.7947049036015568)",0.61,0.37,0.47
