,fieldID,ID,Coord,ESCA,BlackLeaf,Humidity
1,Field2 - white_grape,000001,"(51.04709837191101, 0.7937423671654169)",0.04,0.4,0.82
2,Field2 - white_grape,000002,"(51.046991423418106, 0.7936174263740612)",0.31,0.24,0.17
3,Field2 - white_grape,000003,"(51.0468844749252, 0.7934924855827056)",0.37,0.89,0.38
4,Field2 - white_grape,000004,"(51.046777526432294, 0.7933675447913499)",0.37,0.0,0.86
5,Field2 - white_grape,000005,"(51.04667057793939, 0.7932426039999941)",0.54,0.91,0.86
6,Field2 - white_grape,000006,"(51.04729427659837, 0.7942241380323884)",0.87,0.73,0.19
7,Field2 - white_grape,000007,"(51.047187328105466, 0.7940991972410327)",0.18,0.23,0.97
8,Field2 - white_grape,000008,"(51.04708037961256, 0.7939742564496771)",0.19,0.31,0.99
9,Field2 - white_grape,000009,"(51.04697343111966, 0.7938493156583213)",0.81,0.45,0.37
10,Field2 - white_grape,00000A,"(51.046866482626754, 0.7937243748669656)",0.06,0.06,0.01
11,Field2 - white_grape,00000B,"(51.04675953413385, 0.79359943407561)",0.86,0.03,0.52
12,Field2 - white_grape,00000C,"(51.04665258564094, 0.7934744932842542)",0.4,0.85,0.82
13,Field2 - white_grape,00000D,"(51.046545637148036, 0.7933495524928985)",0.43,0.65,0.01
14,Field2 - white_grape,00000E,"(51.04759712977863, 0.7948308496907158)",1.0,0.61,0.54
15,Field2 - white_grape,00000F,"(51.047490181285724, 0.79470590889936)",0.59,0.63,0.76
16,Field2 - white_grape,000010,"(51.047383232792825, 0.7945809681080044)",0.99,0.04,0.18
17,Field2 - white_grape,000011,"(51.04727628429992, 0.7944560273166487)",0.05,0.23,0.08
18,Field2 - white_grape,000012,"(51.04716933580701, 0.7943310865252929)",0.92,0.97,0.96
19,Field2 - white_grape,000013,"(51.04706238731411, 0.7942061457339372)",0.18,0.26,0.08
20,Field2 - white_grape,000014,"(51.0469554388212, 0.7940812049425816)",0.89,0.72,0.25
21,Field2 - white_grape,000015,"(51.0468484903283, 0.7939562641512258)",0.31,0.39,0.9
22,Field2 - white_grape,000016,"(51.046741541835395, 0.7938313233598701)",0.41,0.43,0.13
23,Field2 - white_grape,000017,"(51.04663459334249, 0.7937063825685144)",0.57,0.04,0.66
24,Field2 - white_grape,000018,"(51.04652764484958, 0.7935814417771587)",0.17,0.52,0.62
25,Field2 - white_grape,000019,"(51.04642069635668, 0.793456500985803)",0.47,0.61,0.98
26,Field2 - white_grape,00001A,"(51.04631374786378, 0.7933315601944473)",0.25,0.2,0.32
27,Field2 - white_grape,00001B,"(51.04588595389215, 0.7928317970290245)",0.75,0.1,0.56
28,Field2 - white_grape,00001C,"(51.047579137480184, 0.7950627389749759)",0.88,0.86,0.57
29,Field2 - white_grape,00001D,"(51.04747218898728, 0.7949377981836202)",0.85,0.56,0.73
30,Field2 - white_grape,00001E,"(51.04736524049437, 0.7948128573922644)",0.34,0.0,0.02
31,Field2 - white_grape,00001F,"(51.04725829200147, 0.7946879166009088)",0.9,0.89,0.46
32,Field2 - white_grape,000020,"(51.04715134350857, 0.794562975809553)",0.14,0.75,0.19
33,Field2 - white_grape,000021,"(51.04704439501566, 0.7944380350181973)",0.54,0.8,0.75
34,Field2 - white_grape,000022,"(51.046937446522755, 0.7943130942268416)",0.64,0.36,0.69
35,Field2 - white_grape,000023,"(51.04683049802985, 0.794188153435486)",0.24,0.54,0.56
36,Field2 - white_grape,000024,"(51.04672354953695, 0.7940632126441302)",0.41,0.22,0.75
37,Field2 - white_grape,000025,"(51.04661660104404, 0.7939382718527744)",0.5,0.59,0.45
38,Field2 - white_grape,000026,"(51.04650965255114, 0.7938133310614188)",0.53,0.21,0.41
39,Field2 - white_grape,000027,"(51.04640270405823, 0.7936883902700631)",0.61,0.25,0.41
40,Field2 - white_grape,000028,"(51.046295755565325, 0.7935634494787074)",0.36,0.87,0.25
41,Field2 - white_grape,000029,"(51.046188807072426, 0.7934385086873517)",0.36,0.5,0.91
42,Field2 - white_grape,00002A,"(51.04608185857952, 0.7933135678959959)",0.16,0.43,0.82
43,Field2 - white_grape,00002B,"(51.04597491008661, 0.7931886271046402)",0.93,0.1,0.56
44,Field2 - white_grape,00002C,"(51.04586796159371, 0.7930636863132846)",0.53,0.91,0.78
45,Field2 - white_grape,00002D,"(51.0457610131008, 0.7929387455219289)",0.53,0.0,0.39
46,Field2 - white_grape,00002E,"(51.0456540646079, 0.7928138047305732)",1.0,0.52,0.1
47,Field2 - white_grape,00002F,"(51.047454196688825, 0.7951696874678804)",0.38,0.25,0.67
48,Field2 - white_grape,000030,"(51.04734724819592, 0.7950447466765247)",0.13,0.44,0.67
49,Field2 - white_grape,000031,"(51.04724029970301, 0.7949198058851689)",0.52,0.55,0.45
50,Field2 - white_grape,000032,"(51.047133351210114, 0.7947948650938133)",0.3,0.38,0.67
51,Field2 - white_grape,000033,"(51.04702640271721, 0.7946699243024575)",0.39,0.82,0.63
52,Field2 - white_grape,000034,"(51.0469194542243, 0.7945449835111018)",0.71,0.07,0.56
53,Field2 - white_grape,000035,"(51.046812505731396, 0.7944200427197461)",0.94,0.23,0.11
54,Field2 - white_grape,000036,"(51.04670555723849, 0.7942951019283905)",0.73,0.03,0.13
55,Field2 - white_grape,000037,"(51.04659860874559, 0.7941701611370346)",0.48,0.61,0.59
56,Field2 - white_grape,000038,"(51.046491660252684, 0.7940452203456789)",0.88,0.04,0.93
57,Field2 - white_grape,000039,"(51.04638471175978, 0.7939202795543233)",0.52,0.11,0.2
58,Field2 - white_grape,00003A,"(51.04627776326687, 0.7937953387629676)",0.92,0.79,0.92
59,Field2 - white_grape,00003B,"(51.046170814773966, 0.7936703979716119)",0.91,0.04,0.28
60,Field2 - white_grape,00003C,"(51.04606386628107, 0.7935454571802562)",0.21,0.88,0.82
61,Field2 - white_grape,00003D,"(51.04595691778816, 0.7934205163889004)",0.77,0.3,0.29
62,Field2 - white_grape,00003E,"(51.045849969295254, 0.7932955755975447)",0.91,0.37,0.77
63,Field2 - white_grape,00003F,"(51.04574302080235, 0.7931706348061891)",0.79,0.82,0.73
64,Field2 - white_grape,000040,"(51.04563607230944, 0.7930456940148334)",0.4,0.67,0.34
65,Field2 - white_grape,000041,"(51.04552912381654, 0.7929207532234777)",0.23,0.6,0.98
66,Field2 - white_grape,000042,"(51.04542217532364, 0.7927958124321219)",0.37,0.6,0.07
67,Field2 - white_grape,000043,"(51.04732925589747, 0.7952766359607848)",0.22,0.12,0.4
68,Field2 - white_grape,000044,"(51.04722230740457, 0.7951516951694291)",0.47,0.37,0.32
69,Field2 - white_grape,000045,"(51.04711535891166, 0.7950267543780732)",0.99,0.69,0.97
70,Field2 - white_grape,000046,"(51.04700841041876, 0.7949018135867176)",0.97,0.86,0.88
71,Field2 - white_grape,000047,"(51.046901461925856, 0.7947768727953619)",0.39,0.14,0.83
72,Field2 - white_grape,000048,"(51.04679451343295, 0.7946519320040062)",0.58,0.28,0.94
73,Field2 - white_grape,000049,"(51.046687564940044, 0.7945269912126505)",0.12,0.46,0.24
74,Field2 - white_grape,00004A,"(51.04658061644714, 0.7944020504212949)",0.35,0.43,0.74
75,Field2 - white_grape,00004B,"(51.04647366795424, 0.794277109629939)",0.2,0.2,0.26
76,Field2 - white_grape,00004C,"(51.04636671946133, 0.7941521688385833)",0.56,0.04,0.08
77,Field2 - white_grape,00004D,"(51.046259770968426, 0.7940272280472277)",0.21,0.23,0.14
78,Field2 - white_grape,00004E,"(51.04615282247552, 0.793902287255872)",0.88,0.35,0.33
79,Field2 - white_grape,00004F,"(51.046045873982614, 0.7937773464645163)",0.52,0.04,0.26
80,Field2 - white_grape,000050,"(51.045938925489715, 0.7936524056731605)",0.37,0.04,0.16
81,Field2 - white_grape,000051,"(51.04583197699681, 0.7935274648818048)",0.07,0.5,0.93
82,Field2 - white_grape,000052,"(51.0457250285039, 0.7934025240904491)",0.61,0.95,0.39
83,Field2 - white_grape,000053,"(51.045618080010996, 0.7932775832990935)",0.64,0.73,0.87
84,Field2 - white_grape,000054,"(51.04551113151809, 0.7931526425077378)",0.72,0.91,0.07
85,Field2 - white_grape,000055,"(51.04540418302519, 0.793027701716382)",0.95,0.99,0.23
86,Field2 - white_grape,000056,"(51.045297234532285, 0.7929027609250263)",0.23,0.21,0.86
87,Field2 - white_grape,000057,"(51.04731126359903, 0.7955085252450448)",0.1,0.37,0.4
88,Field2 - white_grape,000058,"(51.04720431510612, 0.7953835844536892)",0.89,0.58,0.52
89,Field2 - white_grape,000059,"(51.047097366613215, 0.7952586436623335)",0.12,0.25,0.09
90,Field2 - white_grape,00005A,"(51.04699041812031, 0.7951337028709776)",0.45,0.89,0.92
91,Field2 - white_grape,00005B,"(51.04688346962741, 0.795008762079622)",0.12,0.49,0.81
92,Field2 - white_grape,00005C,"(51.046776521134504, 0.7948838212882663)",0.34,0.24,0.46
93,Field2 - white_grape,00005D,"(51.0466695726416, 0.7947588804969106)",0.13,0.36,0.23
94,Field2 - white_grape,00005E,"(51.04656262414869, 0.7946339397055548)",0.58,0.64,0.5
95,Field2 - white_grape,00005F,"(51.046455675655785, 0.7945089989141992)",0.97,0.7,0.7
96,Field2 - white_grape,000060,"(51.046348727162886, 0.7943840581228434)",0.31,0.51,0.08
97,Field2 - white_grape,000061,"(51.04624177866998, 0.7942591173314877)",0.81,0.56,0.59
98,Field2 - white_grape,000062,"(51.046134830177074, 0.7941341765401321)",0.41,0.85,0.25
99,Field2 - white_grape,000063,"(51.04602788168417, 0.7940092357487764)",0.75,0.08,0.35
100,Field2 - white_grape,000064,"(51.04592093319126, 0.7938842949574206)",0.01,0.84,1.0
101,Field2 - white_grape,000065,"(51.04581398469836, 0.7937593541660649)",0.65,0.13,0.55
102,Field2 - white_grape,000066,"(51.04570703620546, 0.7936344133747092)",0.25,0.29,0.92
103,Field2 - white_grape,000067,"(51.04560008771255, 0.7935094725833535)",0.42,0.53,0.96
104,Field2 - white_grape,000068,"(51.045493139219644, 0.7933845317919979)",0.89,0.05,0.86
105,Field2 - white_grape,000069,"(51.04538619072674, 0.7932595910006421)",0.25,0.83,0.16
106,Field2 - white_grape,00006A,"(51.04527924223384, 0.7931346502092864)",0.7,0.97,0.77
107,Field2 - white_grape,00006B,"(51.04718632280767, 0.7956154737379493)",0.58,0.49,0.14
108,Field2 - white_grape,00006C,"(51.04707937431476, 0.7954905329465937)",0.61,0.84,0.75
109,Field2 - white_grape,00006D,"(51.046972425821856, 0.7953655921552379)",0.39,0.94,0.32
110,Field2 - white_grape,00006E,"(51.04686547732895, 0.7952406513638821)",0.5,0.58,0.66
111,Field2 - white_grape,00006F,"(51.04675852883605, 0.7951157105725265)",0.77,0.02,0.9
112,Field2 - white_grape,000070,"(51.046651580343145, 0.7949907697811708)",0.71,0.44,0.44
113,Field2 - white_grape,000071,"(51.04654463185024, 0.7948658289898151)",0.85,0.29,0.28
114,Field2 - white_grape,000072,"(51.04643768335733, 0.7947408881984593)",0.85,0.43,0.57
115,Field2 - white_grape,000073,"(51.046330734864426, 0.7946159474071037)",0.35,0.75,0.62
116,Field2 - white_grape,000074,"(51.04622378637153, 0.7944910066157479)",0.58,0.86,0.13
117,Field2 - white_grape,000075,"(51.04611683787862, 0.7943660658243922)",1.0,0.9,0.63
118,Field2 - white_grape,000076,"(51.046009889385715, 0.7942411250330366)",0.77,0.44,0.17
119,Field2 - white_grape,000077,"(51.04590294089281, 0.7941161842416808)",0.7,0.1,0.06
120,Field2 - white_grape,000078,"(51.0457959923999, 0.7939912434503251)",0.98,0.54,0.31
121,Field2 - white_grape,000079,"(51.045689043907004, 0.7938663026589694)",0.67,0.4,0.58
122,Field2 - white_grape,00007A,"(51.0455820954141, 0.7937413618676137)",0.49,0.81,0.02
123,Field2 - white_grape,00007B,"(51.04547514692119, 0.793616421076258)",0.77,0.64,0.12
124,Field2 - white_grape,00007C,"(51.045368198428285, 0.7934914802849024)",0.13,0.27,0.86
125,Field2 - white_grape,00007D,"(51.04706138201632, 0.7957224222308537)",0.42,0.54,0.26
126,Field2 - white_grape,00007E,"(51.04695443352341, 0.795597481439498)",0.89,0.46,0.28
127,Field2 - white_grape,00007F,"(51.046847485030504, 0.7954725406481423)",0.24,0.53,0.64
128,Field2 - white_grape,000080,"(51.0467405365376, 0.7953475998567865)",0.15,0.53,0.38
129,Field2 - white_grape,000081,"(51.0466335880447, 0.7952226590654309)",0.69,0.39,0.09
130,Field2 - white_grape,000082,"(51.04652663955179, 0.7950977182740752)",0.76,0.2,0.93
131,Field2 - white_grape,000083,"(51.04641969105889, 0.7949727774827194)",0.15,0.25,0.81
132,Field2 - white_grape,000084,"(51.04631274256598, 0.7948478366913637)",0.89,0.84,0.17
133,Field2 - white_grape,000085,"(51.046205794073074, 0.7947228959000081)",0.28,0.73,0.48
134,Field2 - white_grape,000086,"(51.046098845580175, 0.7945979551086523)",0.61,0.74,0.36
135,Field2 - white_grape,000087,"(51.04599189708727, 0.7944730143172966)",0.35,0.64,0.32
136,Field2 - white_grape,000088,"(51.04588494859436, 0.794348073525941)",0.13,0.05,0.14
137,Field2 - white_grape,000089,"(51.04577800010146, 0.7942231327345852)",0.13,0.35,0.92
138,Field2 - white_grape,00008A,"(51.04567105160855, 0.7940981919432295)",0.22,0.29,0.76
139,Field2 - white_grape,00008B,"(51.04556410311565, 0.7939732511518738)",0.35,0.68,0.07
140,Field2 - white_grape,00008C,"(51.045457154622746, 0.7938483103605181)",0.78,0.71,0.57
141,Field2 - white_grape,00008D,"(51.04535020612984, 0.7937233695691623)",0.82,0.71,0.77
142,Field2 - white_grape,00008E,"(51.04693644122496, 0.7958293707237581)",0.0,0.9,0.81
143,Field2 - white_grape,00008F,"(51.04682949273205, 0.7957044299324025)",0.87,0.47,0.37
144,Field2 - white_grape,000090,"(51.046722544239145, 0.7955794891410468)",0.56,0.74,0.76
145,Field2 - white_grape,000091,"(51.04661559574624, 0.795454548349691)",0.09,0.16,0.46
146,Field2 - white_grape,000092,"(51.04650864725334, 0.7953296075583354)",0.01,0.48,0.33
147,Field2 - white_grape,000093,"(51.046401698760434, 0.7952046667669797)",0.78,0.38,0.49
148,Field2 - white_grape,000094,"(51.04629475026753, 0.7950797259756239)",0.69,0.59,0.77
149,Field2 - white_grape,000095,"(51.04618780177462, 0.7949547851842682)",0.95,0.3,0.89
150,Field2 - white_grape,000096,"(51.046080853281715, 0.7948298443929126)",0.97,0.01,0.62
151,Field2 - white_grape,000097,"(51.045973904788816, 0.7947049036015568)",0.64,0.35,0.96
