,fieldID,ID,Coord,ESCA,BlackLeaf,Humidity
36,Field 1 - white_grape,000024,"(51.00535083301118, 0.5448527798019606)",0.03,0.69,0.25
37,Field 1 - white_grape,000025,"(51.0052423230708, 0.5447260148756689)",0.66,0.37,0.87
38,Field 1 - white_grape,000026,"(51.005133813130435, 0.5445992499493773)",0.15,0.98,0.03
39,Field 1 - white_grape,000027,"(51.00502530319006, 0.5444724850230857)",0.59,0.65,0.74
40,Field 1 - white_grape,000028,"(51.00491679324969, 0.5443457200967939)",0.47,0.8,0.29
41,Field 1 - white_grape,000029,"(51.004808283309316, 0.5442189551705024)",0.3,0.47,0.09
42,Field 1 - white_grape,00002A,"(51.00469977336895, 0.5440921902442107)",0.1,0.55,0.16
43,Field 1 - white_grape,00002B,"(51.00459126342857, 0.5439654253179191)",0.81,0.73,0.77
44,Field 1 - white_grape,00002C,"(51.0044827534882, 0.5438386603916275)",0.07,0.02,0.41
45,Field 1 - white_grape,00002D,"(51.00554959790601, 0.5453415845212072)",0.31,0.91,0.47
46,Field 1 - white_grape,00002E,"(51.005441087965636, 0.5452148195949156)",0.89,0.87,0.85
47,Field 1 - white_grape,00002F,"(51.00533257802527, 0.545088054668624)",0.07,0.28,0.21
48,Field 1 - white_grape,000030,"(51.00522406808489, 0.5449612897423324)",0.98,0.95,0.39
49,Field 1 - white_grape,000031,"(51.00511555814452, 0.5448345248160407)",0.07,0.72,0.33
50,Field 1 - white_grape,000032,"(51.00500704820415, 0.5447077598897491)",0.88,0.39,0.12
51,Field 1 - white_grape,000033,"(51.004898538263774, 0.5445809949634575)",0.22,0.08,0.85
52,Field 1 - white_grape,000034,"(51.004790028323406, 0.5444542300371658)",0.0,0.04,0.29
53,Field 1 - white_grape,000035,"(51.00468151838303, 0.5443274651108743)",0.74,0.46,0.92
54,Field 1 - white_grape,000036,"(51.00457300844266, 0.5442007001845826)",0.26,0.46,0.33
55,Field 1 - white_grape,000037,"(51.00446449850229, 0.544073935258291)",1.0,0.63,0.87
56,Field 1 - white_grape,000038,"(51.00435598856191, 0.5439471703319994)",0.17,0.87,0.02
57,Field 1 - white_grape,000039,"(51.00553134292009, 0.5455768593878706)",0.89,0.11,0.55
58,Field 1 - white_grape,00003A,"(51.00542283297972, 0.5454500944615789)",0.7,0.2,0.68
59,Field 1 - white_grape,00003B,"(51.00531432303934, 0.5453233295352873)",0.77,0.07,0.95
60,Field 1 - white_grape,00003C,"(51.005205813098975, 0.5451965646089957)",0.38,0.42,0.87
61,Field 1 - white_grape,00003D,"(51.0050973031586, 0.5450697996827041)",0.8,0.58,0.99
62,Field 1 - white_grape,00003E,"(51.004988793218224, 0.5449430347564124)",0.09,0.59,0.82
63,Field 1 - white_grape,00003F,"(51.004880283277856, 0.5448162698301208)",0.46,0.61,0.04
64,Field 1 - white_grape,000040,"(51.00477177333748, 0.5446895049038292)",0.11,0.55,0.19
65,Field 1 - white_grape,000041,"(51.00466326339711, 0.5445627399775375)",0.64,1.0,0.75
66,Field 1 - white_grape,000042,"(51.00455475345674, 0.544435975051246)",0.19,0.44,0.33
67,Field 1 - white_grape,000043,"(51.00444624351637, 0.5443092101249543)",0.37,0.57,0.73
68,Field 1 - white_grape,000044,"(51.004337733575994, 0.5441824451986627)",0.34,0.97,0.72
69,Field 1 - white_grape,000045,"(51.00422922363562, 0.5440556802723711)",0.31,0.48,0.63
70,Field 1 - white_grape,000046,"(51.00412071369525, 0.5439289153460795)",0.51,0.48,0.83
71,Field 1 - white_grape,000047,"(51.00551308793417, 0.5458121342545339)",0.43,0.3,0.28
72,Field 1 - white_grape,000048,"(51.005404577993794, 0.5456853693282423)",0.75,0.6,0.5
73,Field 1 - white_grape,000049,"(51.005296068053426, 0.5455586044019506)",0.82,0.63,0.51
74,Field 1 - white_grape,00004A,"(51.00518755811305, 0.545431839475659)",0.85,0.95,0.68
75,Field 1 - white_grape,00004B,"(51.00507904817268, 0.5453050745493674)",0.66,0.98,0.3
76,Field 1 - white_grape,00004C,"(51.00497053823231, 0.5451783096230758)",0.5,0.81,0.57
77,Field 1 - white_grape,00004D,"(51.00486202829193, 0.5450515446967841)",0.81,0.54,0.6
78,Field 1 - white_grape,00004E,"(51.00475351835156, 0.5449247797704925)",0.79,0.86,0.86
79,Field 1 - white_grape,00004F,"(51.00464500841119, 0.5447980148442009)",0.26,0.49,0.82
80,Field 1 - white_grape,000050,"(51.00453649847082, 0.5446712499179092)",0.58,0.49,0.41
81,Field 1 - white_grape,000051,"(51.004427988530445, 0.5445444849916177)",0.84,0.96,0.2
82,Field 1 - white_grape,000052,"(51.00431947859008, 0.544417720065326)",0.4,0.11,0.52
83,Field 1 - white_grape,000053,"(51.0042109686497, 0.5442909551390344)",0.29,0.14,0.78
84,Field 1 - white_grape,000054,"(51.004102458709326, 0.5441641902127428)",0.8,0.38,0.54
85,Field 1 - white_grape,000055,"(51.00399394876896, 0.5440374252864512)",0.48,0.9,0.35
86,Field 1 - white_grape,000056,"(51.00560334288863, 0.546174174047489)",0.09,0.89,0.69
87,Field 1 - white_grape,000057,"(51.00549483294825, 0.5460474091211973)",0.11,0.64,0.59
88,Field 1 - white_grape,000058,"(51.00538632300788, 0.5459206441949057)",0.46,0.69,0.87
89,Field 1 - white_grape,000059,"(51.00527781306751, 0.5457938792686141)",0.69,0.85,0.93
90,Field 1 - white_grape,00005A,"(51.00516930312714, 0.5456671143423224)",0.08,0.63,0.36
91,Field 1 - white_grape,00005B,"(51.005060793186765, 0.5455403494160308)",0.94,0.18,0.24
92,Field 1 - white_grape,00005C,"(51.004952283246396, 0.5454135844897392)",0.68,0.42,0.32
93,Field 1 - white_grape,00005D,"(51.00484377330602, 0.5452868195634476)",0.66,0.3,0.96
94,Field 1 - white_grape,00005E,"(51.004735263365646, 0.5451600546371559)",0.03,0.09,0.06
95,Field 1 - white_grape,00005F,"(51.00462675342528, 0.5450332897108643)",0.98,0.92,0.52
96,Field 1 - white_grape,000060,"(51.0045182434849, 0.5449065247845727)",0.47,0.0,0.85
97,Field 1 - white_grape,000061,"(51.004409733544534, 0.544779759858281)",0.22,0.5,0.08
98,Field 1 - white_grape,000062,"(51.00430122360416, 0.5446529949319895)",0.56,0.98,0.11
99,Field 1 - white_grape,000063,"(51.00419271366379, 0.5445262300056978)",0.29,0.7,0.35
100,Field 1 - white_grape,000064,"(51.004084203723416, 0.5443994650794062)",0.14,0.43,0.04
101,Field 1 - white_grape,000065,"(51.00397569378304, 0.5442727001531146)",0.92,0.02,0.04
102,Field 1 - white_grape,000066,"(51.00386718384267, 0.544145935226823)",0.29,0.67,0.98
103,Field 1 - white_grape,000067,"(51.00558508790271, 0.5464094489141522)",0.11,0.6,0.45
104,Field 1 - white_grape,000068,"(51.005476577962334, 0.5462826839878607)",0.84,0.57,0.5
105,Field 1 - white_grape,000069,"(51.00536806802196, 0.546155919061569)",0.53,0.11,0.35
106,Field 1 - white_grape,00006A,"(51.00525955808159, 0.5460291541352774)",0.19,0.22,0.5
107,Field 1 - white_grape,00006B,"(51.005151048141215, 0.5459023892089858)",0.79,0.72,0.25
108,Field 1 - white_grape,00006C,"(51.00504253820085, 0.5457756242826941)",0.04,0.58,0.78
109,Field 1 - white_grape,00006D,"(51.00493402826047, 0.5456488593564025)",0.59,0.33,0.83
110,Field 1 - white_grape,00006E,"(51.004825518320104, 0.5455220944301109)",0.88,0.55,0.11
111,Field 1 - white_grape,00006F,"(51.00471700837973, 0.5453953295038193)",0.58,0.43,0.9
112,Field 1 - white_grape,000070,"(51.00460849843935, 0.5452685645775276)",0.11,0.29,0.86
113,Field 1 - white_grape,000071,"(51.004499988498985, 0.545141799651236)",0.25,0.59,0.92
114,Field 1 - white_grape,000072,"(51.00439147855861, 0.5450150347249444)",0.82,0.34,0.91
115,Field 1 - white_grape,000073,"(51.00428296861824, 0.5448882697986527)",0.21,0.32,0.71
116,Field 1 - white_grape,000074,"(51.004174458677866, 0.5447615048723612)",0.14,0.59,0.86
117,Field 1 - white_grape,000075,"(51.0040659487375, 0.5446347399460695)",0.83,0.02,0.6
118,Field 1 - white_grape,000076,"(51.00395743879712, 0.5445079750197779)",0.61,0.03,0.15
119,Field 1 - white_grape,000077,"(51.00384892885675, 0.5443812100934863)",0.62,0.86,0.66
120,Field 1 - white_grape,000078,"(51.005566832916784, 0.5466447237808156)",0.05,0.96,0.28
121,Field 1 - white_grape,000079,"(51.005458322976416, 0.5465179588545239)",0.26,1.0,0.68
122,Field 1 - white_grape,00007A,"(51.00534981303604, 0.5463911939282324)",0.3,0.45,0.49
123,Field 1 - white_grape,00007B,"(51.005241303095666, 0.5462644290019407)",0.29,0.97,0.19
124,Field 1 - white_grape,00007C,"(51.0051327931553, 0.5461376640756491)",0.79,0.22,0.26
125,Field 1 - white_grape,00007D,"(51.00502428321492, 0.5460108991493575)",0.36,0.05,0.79
126,Field 1 - white_grape,00007E,"(51.004915773274554, 0.5458841342230658)",0.4,0.77,0.58
127,Field 1 - white_grape,00007F,"(51.00480726333418, 0.5457573692967742)",0.02,0.98,1.0
128,Field 1 - white_grape,000080,"(51.00469875339381, 0.5456306043704826)",0.12,0.39,0.32
129,Field 1 - white_grape,000081,"(51.004590243453436, 0.545503839444191)",0.15,0.71,0.6
130,Field 1 - white_grape,000082,"(51.00448173351306, 0.5453770745178993)",0.6,0.41,0.7
131,Field 1 - white_grape,000083,"(51.00437322357269, 0.5452503095916077)",0.06,0.72,0.61
132,Field 1 - white_grape,000084,"(51.00426471363232, 0.5451235446653161)",0.84,0.77,0.34
133,Field 1 - white_grape,000085,"(51.00415620369195, 0.5449967797390244)",0.73,0.08,0.56
134,Field 1 - white_grape,000086,"(51.00404769375157, 0.5448700148127329)",0.2,0.55,0.83
135,Field 1 - white_grape,000087,"(51.003939183811205, 0.5447432498864412)",0.44,0.88,0.52
136,Field 1 - white_grape,000088,"(51.00554857793087, 0.546879998647479)",0.32,0.85,0.96
137,Field 1 - white_grape,000089,"(51.00544006799049, 0.5467532337211874)",0.33,0.84,0.47
138,Field 1 - white_grape,00008A,"(51.00533155805012, 0.5466264687948957)",0.36,0.05,0.88
139,Field 1 - white_grape,00008B,"(51.00522304810975, 0.5464997038686042)",0.62,0.17,0.24
140,Field 1 - white_grape,00008C,"(51.00511453816937, 0.5463729389423125)",0.61,0.04,0.45
141,Field 1 - white_grape,00008D,"(51.005006028229005, 0.5462461740160209)",0.32,0.56,0.3
142,Field 1 - white_grape,00008E,"(51.00489751828863, 0.5461194090897293)",0.99,0.9,0.38
143,Field 1 - white_grape,00008F,"(51.00478900834826, 0.5459926441634376)",0.48,0.82,0.59
144,Field 1 - white_grape,000090,"(51.004680498407886, 0.545865879237146)",0.56,0.52,0.32
145,Field 1 - white_grape,000091,"(51.00457198846752, 0.5457391143108544)",0.8,0.9,0.02
146,Field 1 - white_grape,000092,"(51.00446347852714, 0.5456123493845628)",0.52,0.31,0.38
147,Field 1 - white_grape,000093,"(51.00435496858677, 0.5454855844582711)",0.99,0.75,0.22
148,Field 1 - white_grape,000094,"(51.0042464586464, 0.5453588195319795)",0.71,0.34,0.01
149,Field 1 - white_grape,000095,"(51.004137948706024, 0.5452320546056879)",0.67,0.3,0.43
150,Field 1 - white_grape,000096,"(51.004029438765656, 0.5451052896793962)",0.79,0.0,0.34
151,Field 1 - white_grape,000097,"(51.00542181300458, 0.5469885085878508)",0.84,0.27,0.48
152,Field 1 - white_grape,000098,"(51.005313303064206, 0.5468617436615592)",0.62,0.0,0.16
153,Field 1 - white_grape,000099,"(51.00520479312384, 0.5467349787352674)",0.44,0.37,0.34
154,Field 1 - white_grape,00009A,"(51.00509628318346, 0.546608213808976)",0.98,0.03,0.77
155,Field 1 - white_grape,00009B,"(51.00498777324309, 0.5464814488826842)",0.67,0.85,0.43
156,Field 1 - white_grape,00009C,"(51.00487926330272, 0.5463546839563926)",0.59,0.98,0.29
157,Field 1 - white_grape,00009D,"(51.004770753362344, 0.546227919030101)",0.07,0.61,0.53
158,Field 1 - white_grape,00009E,"(51.004662243421976, 0.5461011541038093)",0.06,0.89,0.64
159,Field 1 - white_grape,00009F,"(51.0045537334816, 0.5459743891775177)",0.69,0.56,0.67
160,Field 1 - white_grape,0000A0,"(51.00444522354123, 0.5458476242512261)",0.89,0.45,0.81
161,Field 1 - white_grape,0000A1,"(51.00433671360086, 0.5457208593249345)",0.6,0.84,0.44
162,Field 1 - white_grape,0000A2,"(51.00422820366048, 0.5455940943986428)",0.98,0.23,0.47
163,Field 1 - white_grape,0000A3,"(51.004119693720114, 0.5454673294723512)",0.83,0.96,0.16
164,Field 1 - white_grape,0000A4,"(51.00529504807828, 0.5470970185282271)",0.32,0.35,0.75
165,Field 1 - white_grape,0000A5,"(51.005186538137906, 0.5469702536019355)",0.42,0.82,0.62
166,Field 1 - white_grape,0000A6,"(51.00507802819754, 0.5468434886756438)",0.61,0.77,0.61
167,Field 1 - white_grape,0000A7,"(51.00496951825716, 0.5467167237493523)",0.69,0.66,0.68
168,Field 1 - white_grape,0000A8,"(51.00486100831679, 0.5465899588230606)",0.43,0.57,0.99
169,Field 1 - white_grape,0000A9,"(51.00475249837642, 0.546463193896769)",0.12,0.0,0.17
170,Field 1 - white_grape,0000AA,"(51.004643988436044, 0.5463364289704774)",0.8,0.39,0.91
171,Field 1 - white_grape,0000AB,"(51.004535478495676, 0.5462096640441857)",0.47,0.38,0.54
172,Field 1 - white_grape,0000AC,"(51.0044269685553, 0.5460828991178941)",0.32,0.47,0.98
173,Field 1 - white_grape,0000AD,"(51.00431845861493, 0.5459561341916025)",0.56,0.42,0.89
174,Field 1 - white_grape,0000AE,"(51.00505977321161, 0.5470787635423072)",0.66,0.07,0.07
175,Field 1 - white_grape,0000AF,"(51.004951263271245, 0.5469519986160155)",0.26,0.78,0.2
176,Field 1 - white_grape,0000B0,"(51.00484275333087, 0.546825233689724)",0.93,0.99,0.19
177,Field 1 - white_grape,0000B1,"(51.004734243390494, 0.5466984687634323)",0.57,0.44,0.59
178,Field 1 - white_grape,0000B2,"(51.004625733450126, 0.5465717038371407)",0.52,0.99,0.25
179,Field 1 - white_grape,0000B3,"(51.00451722350975, 0.5464449389108491)",0.18,0.87,0.42
180,Field 1 - white_grape,0000B4,"(51.00440871356938, 0.5463181739845574)",0.41,0.36,0.56
181,Field 1 - white_grape,0000B5,"(51.00493300828533, 0.547187273482679)",0.27,0.52,0.19
182,Field 1 - white_grape,0000B6,"(51.00482449834496, 0.5470605085563873)",1.0,0.65,0.5
183,Field 1 - white_grape,0000B7,"(51.004715988404584, 0.5469337436300958)",0.03,0.78,0.45
184,Field 1 - white_grape,0000B8,"(51.00460747846421, 0.5468069787038041)",0.21,0.81,0.18
185,Field 1 - white_grape,0000B9,"(51.00449896852384, 0.5466802137775125)",0.35,0.23,0.92
186,Field 1 - white_grape,0000BA,"(51.004806243359035, 0.5472957834230507)",0.71,0.46,0.56
187,Field 1 - white_grape,0000BB,"(51.004697733418666, 0.547169018496759)",0.17,0.53,0.79
188,Field 1 - white_grape,0000BC,"(51.00458922347829, 0.5470422535704675)",0.8,0.09,0.82
189,Field 1 - white_grape,0000BD,"(51.00467947843274, 0.5474042933634224)",0.88,0.16,0.4
0,Field 2 - white_grape,000000,"(51.00468793046905, 0.5418746740468505)",0.28,0.89,0.11
1,Field 2 - white_grape,000001,"(51.00461693838937, 0.5417917387349488)",0.99,0.64,0.46
2,Field 2 - white_grape,000002,"(51.00481797139622, 0.5421944720622467)",0.57,0.05,0.55
3,Field 2 - white_grape,000003,"(51.004746979316536, 0.542111536750345)",0.05,0.17,0.74
4,Field 2 - white_grape,000004,"(51.004675987236844, 0.5420286014384432)",0.55,0.59,0.93
5,Field 2 - white_grape,000005,"(51.00460499515715, 0.5419456661265416)",0.75,0.54,0.14
6,Field 2 - white_grape,000006,"(51.00453400307747, 0.5418627308146399)",0.71,0.26,0.5
7,Field 2 - white_grape,000007,"(51.004463010997775, 0.5417797955027381)",0.87,0.18,0.51
8,Field 2 - white_grape,000008,"(51.004877020243704, 0.542431334765741)",0.21,0.06,0.96
9,Field 2 - white_grape,000009,"(51.00480602816401, 0.5423483994538394)",0.92,0.98,0.36
10,Field 2 - white_grape,00000A,"(51.00473503608432, 0.5422654641419378)",0.83,0.37,0.56
11,Field 2 - white_grape,00000B,"(51.004664044004635, 0.542182528830036)",0.87,0.04,0.05
12,Field 2 - white_grape,00000C,"(51.00459305192494, 0.5420995935181343)",0.31,0.39,0.56
13,Field 2 - white_grape,00000D,"(51.00452205984525, 0.5420166582062327)",0.0,0.3,0.01
14,Field 2 - white_grape,00000E,"(51.004451067765565, 0.541933722894331)",0.41,0.74,0.43
15,Field 2 - white_grape,00000F,"(51.00438007568587, 0.5418507875824292)",0.8,0.86,1.0
16,Field 2 - white_grape,000010,"(51.00493606909118, 0.5426681974692309)",0.14,0.51,0.01
17,Field 2 - white_grape,000011,"(51.004865077011495, 0.5425852621573292)",0.17,0.35,0.54
18,Field 2 - white_grape,000012,"(51.0047940849318, 0.5425023268454275)",0.54,0.89,0.2
19,Field 2 - white_grape,000013,"(51.00472309285211, 0.5424193915335259)",0.79,0.49,0.05
20,Field 2 - white_grape,000014,"(51.00465210077242, 0.5423364562216243)",0.85,0.39,0.02
21,Field 2 - white_grape,000015,"(51.00458110869273, 0.5422535209097226)",0.37,0.16,0.09
22,Field 2 - white_grape,000016,"(51.00451011661304, 0.5421705855978208)",0.07,0.16,0.45
23,Field 2 - white_grape,000017,"(51.00443912453335, 0.5420876502859192)",0.15,0.27,0.12
24,Field 2 - white_grape,000018,"(51.00436813245366, 0.5420047149740175)",0.7,0.9,0.46
25,Field 2 - white_grape,000019,"(51.00429714037397, 0.5419217796621157)",0.36,0.46,0.98
26,Field 2 - white_grape,00001A,"(51.00506611001835, 0.5429879954846271)",0.54,0.07,0.86
27,Field 2 - white_grape,00001B,"(51.00499511793866, 0.5429050601727253)",0.06,0.5,0.13
28,Field 2 - white_grape,00001C,"(51.00492412585897, 0.5428221248608237)",0.92,0.69,0.08
29,Field 2 - white_grape,00001D,"(51.00485313377928, 0.542739189548922)",0.32,0.12,0.75
30,Field 2 - white_grape,00001E,"(51.00478214169959, 0.5426562542370202)",0.48,0.26,0.62
31,Field 2 - white_grape,00001F,"(51.0047111496199, 0.5425733189251186)",0.79,0.31,0.21
32,Field 2 - white_grape,000020,"(51.00464015754021, 0.542490383613217)",0.04,0.99,0.55
33,Field 2 - white_grape,000021,"(51.004569165460516, 0.5424074483013154)",0.93,0.56,0.47
34,Field 2 - white_grape,000022,"(51.00449817338083, 0.5423245129894136)",0.65,0.77,0.97
35,Field 2 - white_grape,000023,"(51.00442718130114, 0.5422415776775119)",0.85,0.99,0.55
36,Field 2 - white_grape,000024,"(51.00435618922145, 0.5421586423656103)",0.87,0.97,0.74
37,Field 2 - white_grape,000025,"(51.00428519714176, 0.5420757070537086)",1.0,0.37,0.35
38,Field 2 - white_grape,000026,"(51.00421420506207, 0.5419927717418068)",0.68,0.4,0.95
39,Field 2 - white_grape,000027,"(51.00505416678614, 0.5431419228762199)",0.41,0.67,0.89
40,Field 2 - white_grape,000028,"(51.004983174706446, 0.5430589875643181)",0.3,0.28,0.59
41,Field 2 - white_grape,000029,"(51.00491218262676, 0.5429760522524164)",0.9,0.51,0.85
42,Field 2 - white_grape,00002A,"(51.00484119054707, 0.5428931169405148)",0.09,0.84,0.64
43,Field 2 - white_grape,00002B,"(51.00477019846738, 0.542810181628613)",0.2,0.36,0.81
44,Field 2 - white_grape,00002C,"(51.00469920638769, 0.5427272463167113)",0.55,0.43,0.81
45,Field 2 - white_grape,00002D,"(51.004628214308, 0.5426443110048097)",0.23,0.09,0.04
46,Field 2 - white_grape,00002E,"(51.00455722222831, 0.5425613756929081)",0.25,0.94,0.81
47,Field 2 - white_grape,00002F,"(51.004486230148615, 0.5424784403810065)",0.38,0.72,0.65
48,Field 2 - white_grape,000030,"(51.00441523806893, 0.5423955050691047)",0.44,0.63,0.33
49,Field 2 - white_grape,000031,"(51.00434424598924, 0.542312569757203)",0.86,0.89,0.34
50,Field 2 - white_grape,000032,"(51.004273253909545, 0.5422296344453014)",0.12,0.29,0.46
51,Field 2 - white_grape,000033,"(51.00420226182986, 0.5421466991333996)",0.23,0.82,0.93
52,Field 2 - white_grape,000034,"(51.00413126975017, 0.5420637638214979)",0.47,0.16,0.55
53,Field 2 - white_grape,000035,"(51.00497123147424, 0.543212914955911)",0.45,0.89,0.21
54,Field 2 - white_grape,000036,"(51.004900239394544, 0.5431299796440092)",0.34,0.58,0.27
55,Field 2 - white_grape,000037,"(51.00482924731486, 0.5430470443321075)",0.81,0.53,0.51
56,Field 2 - white_grape,000038,"(51.00475825523517, 0.5429641090202059)",0.42,0.36,0.24
57,Field 2 - white_grape,000039,"(51.004687263155475, 0.5428811737083041)",0.3,0.69,0.54
58,Field 2 - white_grape,00003A,"(51.00461627107579, 0.5427982383964024)",0.17,0.79,0.69
59,Field 2 - white_grape,00003B,"(51.0045452789961, 0.5427153030845008)",0.62,0.83,0.66
60,Field 2 - white_grape,00003C,"(51.004474286916405, 0.5426323677725992)",0.57,0.15,0.95
61,Field 2 - white_grape,00003D,"(51.00440329483671, 0.5425494324606975)",0.55,0.32,0.6
62,Field 2 - white_grape,00003E,"(51.00433230275703, 0.5424664971487958)",0.61,0.21,0.93
63,Field 2 - white_grape,00003F,"(51.004261310677336, 0.5423835618368941)",0.34,0.57,0.59
64,Field 2 - white_grape,000040,"(51.004190318597644, 0.5423006265249924)",0.19,0.95,0.61
65,Field 2 - white_grape,000041,"(51.00411932651796, 0.5422176912130907)",0.61,0.36,0.98
66,Field 2 - white_grape,000042,"(51.00404833443827, 0.542134755901189)",0.71,0.23,0.35
67,Field 2 - white_grape,000043,"(51.003977342358574, 0.5420518205892874)",0.45,0.27,0.5
68,Field 2 - white_grape,000044,"(51.004888296162335, 0.543283907035602)",0.99,0.73,0.13
69,Field 2 - white_grape,000045,"(51.00481730408264, 0.5432009717237003)",0.59,0.2,0.38
70,Field 2 - white_grape,000046,"(51.00474631200296, 0.5431180364117986)",0.86,0.96,0.82
71,Field 2 - white_grape,000047,"(51.004675319923265, 0.5430351010998969)",0.8,0.47,0.32
72,Field 2 - white_grape,000048,"(51.00460432784357, 0.5429521657879952)",0.8,0.67,0.01
73,Field 2 - white_grape,000049,"(51.00453333576389, 0.5428692304760935)",0.18,0.89,0.46
74,Field 2 - white_grape,00004A,"(51.004462343684196, 0.5427862951641919)",0.38,0.24,0.54
75,Field 2 - white_grape,00004B,"(51.004391351604504, 0.5427033598522902)",0.73,0.48,0.05
76,Field 2 - white_grape,00004C,"(51.00432035952481, 0.5426204245403886)",0.23,0.47,0.73
77,Field 2 - white_grape,00004D,"(51.00424936744513, 0.5425374892284869)",0.67,0.35,0.07
78,Field 2 - white_grape,00004E,"(51.004178375365434, 0.5424545539165851)",0.29,0.2,0.27
79,Field 2 - white_grape,00004F,"(51.00410738328574, 0.5423716186046835)",0.88,0.81,0.01
80,Field 2 - white_grape,000050,"(51.00403639120606, 0.5422886832927818)",0.97,0.82,0.1
81,Field 2 - white_grape,000051,"(51.003965399126365, 0.5422057479808801)",0.95,0.11,0.57
82,Field 2 - white_grape,000052,"(51.00389440704667, 0.5421228126689784)",0.82,0.79,0.4
83,Field 2 - white_grape,000053,"(51.00480536085043, 0.5433548991152886)",0.65,0.17,0.23
84,Field 2 - white_grape,000054,"(51.00473436877074, 0.5432719638033868)",0.07,0.48,0.19
85,Field 2 - white_grape,000055,"(51.004663376691056, 0.5431890284914851)",0.97,0.77,0.27
86,Field 2 - white_grape,000056,"(51.004592384611364, 0.5431060931795835)",0.79,0.26,0.43
87,Field 2 - white_grape,000057,"(51.00452139253167, 0.5430231578676817)",0.92,0.59,0.65
88,Field 2 - white_grape,000058,"(51.00445040045199, 0.54294022255578)",0.11,0.08,0.18
89,Field 2 - white_grape,000059,"(51.004379408372294, 0.5428572872438784)",0.87,0.76,0.92
90,Field 2 - white_grape,00005A,"(51.0043084162926, 0.5427743519319768)",0.81,0.9,0.43
91,Field 2 - white_grape,00005B,"(51.00423742421291, 0.5426914166200751)",0.32,0.71,0.64
