,fieldID,ID,Coord,ESCA,BlackLeaf,Humidity
143,Field 1 - white_grape,00008F,"(51.00478900834826, 0.5459926441634376)",0.3,0.0,0.38
144,Field 1 - white_grape,000090,"(51.004680498407886, 0.545865879237146)",0.69,0.83,0.96
145,Field 1 - white_grape,000091,"(51.00457198846752, 0.5457391143108544)",0.53,0.98,0.62
146,Field 1 - white_grape,000092,"(51.00446347852714, 0.5456123493845628)",0.55,0.39,0.15
147,Field 1 - white_grape,000093,"(51.00435496858677, 0.5454855844582711)",0.84,0.79,0.78
148,Field 1 - white_grape,000094,"(51.0042464586464, 0.5453588195319795)",0.7,1.0,0.29
149,Field 1 - white_grape,000095,"(51.004137948706024, 0.5452320546056879)",0.14,0.42,0.3
150,Field 1 - white_grape,000096,"(51.004029438765656, 0.5451052896793962)",0.03,0.15,0.87
151,Field 1 - white_grape,000097,"(51.00542181300458, 0.5469885085878508)",0.19,0.95,0.48
152,Field 1 - white_grape,000098,"(51.005313303064206, 0.5468617436615592)",0.51,0.13,0.06
153,Field 1 - white_grape,000099,"(51.00520479312384, 0.5467349787352674)",0.62,0.27,0.4
154,Field 1 - white_grape,00009A,"(51.00509628318346, 0.546608213808976)",0.23,0.24,0.2
155,Field 1 - white_grape,00009B,"(51.00498777324309, 0.5464814488826842)",0.53,0.28,0.0
156,Field 1 - white_grape,00009C,"(51.00487926330272, 0.5463546839563926)",0.55,0.27,1.0
157,Field 1 - white_grape,00009D,"(51.004770753362344, 0.546227919030101)",0.63,0.76,0.72
158,Field 1 - white_grape,00009E,"(51.004662243421976, 0.5461011541038093)",0.33,0.1,0.11
159,Field 1 - white_grape,00009F,"(51.0045537334816, 0.5459743891775177)",0.29,0.33,0.41
160,Field 1 - white_grape,0000A0,"(51.00444522354123, 0.5458476242512261)",0.82,0.34,0.47
161,Field 1 - white_grape,0000A1,"(51.00433671360086, 0.5457208593249345)",0.74,0.09,0.81
162,Field 1 - white_grape,0000A2,"(51.00422820366048, 0.5455940943986428)",0.19,0.96,0.94
163,Field 1 - white_grape,0000A3,"(51.004119693720114, 0.5454673294723512)",0.46,0.86,0.67
164,Field 1 - white_grape,0000A4,"(51.00529504807828, 0.5470970185282271)",0.5,0.65,0.21
165,Field 1 - white_grape,0000A5,"(51.005186538137906, 0.5469702536019355)",0.09,0.4,0.56
166,Field 1 - white_grape,0000A6,"(51.00507802819754, 0.5468434886756438)",0.68,0.09,0.92
167,Field 1 - white_grape,0000A7,"(51.00496951825716, 0.5467167237493523)",0.58,0.61,0.4
168,Field 1 - white_grape,0000A8,"(51.00486100831679, 0.5465899588230606)",0.41,0.99,0.69
169,Field 1 - white_grape,0000A9,"(51.00475249837642, 0.546463193896769)",0.03,0.35,0.37
170,Field 1 - white_grape,0000AA,"(51.004643988436044, 0.5463364289704774)",0.43,0.2,0.9
171,Field 1 - white_grape,0000AB,"(51.004535478495676, 0.5462096640441857)",0.17,0.25,0.22
172,Field 1 - white_grape,0000AC,"(51.0044269685553, 0.5460828991178941)",0.59,0.15,0.29
173,Field 1 - white_grape,0000AD,"(51.00431845861493, 0.5459561341916025)",0.77,0.0,0.87
174,Field 1 - white_grape,0000AE,"(51.00505977321161, 0.5470787635423072)",0.57,0.42,0.2
175,Field 1 - white_grape,0000AF,"(51.004951263271245, 0.5469519986160155)",0.41,0.82,0.69
176,Field 1 - white_grape,0000B0,"(51.00484275333087, 0.546825233689724)",0.4,0.78,0.12
177,Field 1 - white_grape,0000B1,"(51.004734243390494, 0.5466984687634323)",0.68,0.08,0.75
178,Field 1 - white_grape,0000B2,"(51.004625733450126, 0.5465717038371407)",0.71,0.94,0.97
179,Field 1 - white_grape,0000B3,"(51.00451722350975, 0.5464449389108491)",0.92,0.14,0.77
180,Field 1 - white_grape,0000B4,"(51.00440871356938, 0.5463181739845574)",0.78,0.25,0.28
181,Field 1 - white_grape,0000B5,"(51.00493300828533, 0.547187273482679)",0.99,0.86,0.91
182,Field 1 - white_grape,0000B6,"(51.00482449834496, 0.5470605085563873)",0.61,0.8,0.19
183,Field 1 - white_grape,0000B7,"(51.004715988404584, 0.5469337436300958)",0.88,0.75,0.43
184,Field 1 - white_grape,0000B8,"(51.00460747846421, 0.5468069787038041)",0.64,0.59,0.07
185,Field 1 - white_grape,0000B9,"(51.00449896852384, 0.5466802137775125)",0.56,0.9,0.82
186,Field 1 - white_grape,0000BA,"(51.004806243359035, 0.5472957834230507)",0.5,0.53,0.34
187,Field 1 - white_grape,0000BB,"(51.004697733418666, 0.547169018496759)",0.46,0.95,0.33
188,Field 1 - white_grape,0000BC,"(51.00458922347829, 0.5470422535704675)",0.08,0.2,0.55
189,Field 1 - white_grape,0000BD,"(51.00467947843274, 0.5474042933634224)",0.93,0.49,0.22
