,fieldID,ID,Coord,ESCA,BlackLeaf,Humidity
45,Field 1 - white_grape,00002D,"(51.00554959790601, 0.5453415845212072)",0.79,0.18,0.83
46,Field 1 - white_grape,00002E,"(51.005441087965636, 0.5452148195949156)",0.56,0.77,0.88
47,Field 1 - white_grape,00002F,"(51.00533257802527, 0.545088054668624)",0.0,0.19,0.37
48,Field 1 - white_grape,000030,"(51.00522406808489, 0.5449612897423324)",0.11,0.7,0.95
49,Field 1 - white_grape,000031,"(51.00511555814452, 0.5448345248160407)",0.57,0.22,0.85
50,Field 1 - white_grape,000032,"(51.00500704820415, 0.5447077598897491)",0.67,1.0,0.05
51,Field 1 - white_grape,000033,"(51.004898538263774, 0.5445809949634575)",1.0,0.53,0.99
52,Field 1 - white_grape,000034,"(51.004790028323406, 0.5444542300371658)",0.11,0.31,0.75
53,Field 1 - white_grape,000035,"(51.00468151838303, 0.5443274651108743)",0.23,0.91,0.61
54,Field 1 - white_grape,000036,"(51.00457300844266, 0.5442007001845826)",0.2,1.0,0.26
55,Field 1 - white_grape,000037,"(51.00446449850229, 0.544073935258291)",0.34,0.61,0.34
56,Field 1 - white_grape,000038,"(51.00435598856191, 0.5439471703319994)",0.34,0.15,0.61
57,Field 1 - white_grape,000039,"(51.00553134292009, 0.5455768593878706)",0.54,0.75,0.2
58,Field 1 - white_grape,00003A,"(51.00542283297972, 0.5454500944615789)",0.13,0.85,0.83
59,Field 1 - white_grape,00003B,"(51.00531432303934, 0.5453233295352873)",0.95,0.57,0.81
60,Field 1 - white_grape,00003C,"(51.005205813098975, 0.5451965646089957)",0.37,0.21,0.02
61,Field 1 - white_grape,00003D,"(51.0050973031586, 0.5450697996827041)",0.89,0.32,0.43
62,Field 1 - white_grape,00003E,"(51.004988793218224, 0.5449430347564124)",0.65,0.97,0.06
63,Field 1 - white_grape,00003F,"(51.004880283277856, 0.5448162698301208)",0.16,0.29,0.52
64,Field 1 - white_grape,000040,"(51.00477177333748, 0.5446895049038292)",0.12,0.97,0.68
65,Field 1 - white_grape,000041,"(51.00466326339711, 0.5445627399775375)",0.59,0.92,0.01
66,Field 1 - white_grape,000042,"(51.00455475345674, 0.544435975051246)",0.31,1.0,0.76
67,Field 1 - white_grape,000043,"(51.00444624351637, 0.5443092101249543)",0.42,0.15,0.15
68,Field 1 - white_grape,000044,"(51.004337733575994, 0.5441824451986627)",0.62,0.43,0.62
69,Field 1 - white_grape,000045,"(51.00422922363562, 0.5440556802723711)",0.67,0.85,0.93
70,Field 1 - white_grape,000046,"(51.00412071369525, 0.5439289153460795)",0.36,0.18,0.31
71,Field 1 - white_grape,000047,"(51.00551308793417, 0.5458121342545339)",0.74,0.38,0.95
72,Field 1 - white_grape,000048,"(51.005404577993794, 0.5456853693282423)",0.2,0.7,0.19
73,Field 1 - white_grape,000049,"(51.005296068053426, 0.5455586044019506)",0.89,0.94,0.01
74,Field 1 - white_grape,00004A,"(51.00518755811305, 0.545431839475659)",0.88,0.47,0.22
75,Field 1 - white_grape,00004B,"(51.00507904817268, 0.5453050745493674)",0.6,0.73,0.59
76,Field 1 - white_grape,00004C,"(51.00497053823231, 0.5451783096230758)",0.05,0.48,0.39
77,Field 1 - white_grape,00004D,"(51.00486202829193, 0.5450515446967841)",0.5,0.19,1.0
78,Field 1 - white_grape,00004E,"(51.00475351835156, 0.5449247797704925)",0.28,0.78,0.77
79,Field 1 - white_grape,00004F,"(51.00464500841119, 0.5447980148442009)",0.12,0.19,0.69
80,Field 1 - white_grape,000050,"(51.00453649847082, 0.5446712499179092)",0.51,0.84,0.8
81,Field 1 - white_grape,000051,"(51.004427988530445, 0.5445444849916177)",0.13,0.15,0.43
82,Field 1 - white_grape,000052,"(51.00431947859008, 0.544417720065326)",0.28,0.62,0.04
83,Field 1 - white_grape,000053,"(51.0042109686497, 0.5442909551390344)",0.61,0.34,0.32
84,Field 1 - white_grape,000054,"(51.004102458709326, 0.5441641902127428)",0.36,0.46,0.51
85,Field 1 - white_grape,000055,"(51.00399394876896, 0.5440374252864512)",0.26,0.87,0.71
86,Field 1 - white_grape,000056,"(51.00560334288863, 0.546174174047489)",0.27,0.53,0.41
87,Field 1 - white_grape,000057,"(51.00549483294825, 0.5460474091211973)",0.3,0.87,0.74
88,Field 1 - white_grape,000058,"(51.00538632300788, 0.5459206441949057)",0.47,0.99,0.9
89,Field 1 - white_grape,000059,"(51.00527781306751, 0.5457938792686141)",0.78,0.52,0.44
90,Field 1 - white_grape,00005A,"(51.00516930312714, 0.5456671143423224)",0.71,0.8,0.31
91,Field 1 - white_grape,00005B,"(51.005060793186765, 0.5455403494160308)",0.07,0.56,0.91
92,Field 1 - white_grape,00005C,"(51.004952283246396, 0.5454135844897392)",0.43,0.55,0.22
93,Field 1 - white_grape,00005D,"(51.00484377330602, 0.5452868195634476)",0.76,0.45,0.44
94,Field 1 - white_grape,00005E,"(51.004735263365646, 0.5451600546371559)",0.71,0.6,0.27
95,Field 1 - white_grape,00005F,"(51.00462675342528, 0.5450332897108643)",0.05,0.22,0.96
96,Field 1 - white_grape,000060,"(51.0045182434849, 0.5449065247845727)",0.93,0.19,0.41
97,Field 1 - white_grape,000061,"(51.004409733544534, 0.544779759858281)",0.59,0.27,0.66
98,Field 1 - white_grape,000062,"(51.00430122360416, 0.5446529949319895)",0.59,0.25,0.93
99,Field 1 - white_grape,000063,"(51.00419271366379, 0.5445262300056978)",0.31,0.77,0.62
100,Field 1 - white_grape,000064,"(51.004084203723416, 0.5443994650794062)",0.74,0.93,0.5
101,Field 1 - white_grape,000065,"(51.00397569378304, 0.5442727001531146)",0.7,0.7,0.84
102,Field 1 - white_grape,000066,"(51.00386718384267, 0.544145935226823)",0.57,0.86,0.84
103,Field 1 - white_grape,000067,"(51.00558508790271, 0.5464094489141522)",0.17,0.04,0.1
104,Field 1 - white_grape,000068,"(51.005476577962334, 0.5462826839878607)",0.68,0.85,0.33
105,Field 1 - white_grape,000069,"(51.00536806802196, 0.546155919061569)",0.44,0.17,0.6
106,Field 1 - white_grape,00006A,"(51.00525955808159, 0.5460291541352774)",0.74,0.38,0.82
107,Field 1 - white_grape,00006B,"(51.005151048141215, 0.5459023892089858)",0.09,0.12,0.58
108,Field 1 - white_grape,00006C,"(51.00504253820085, 0.5457756242826941)",0.61,0.55,0.87
109,Field 1 - white_grape,00006D,"(51.00493402826047, 0.5456488593564025)",0.7,0.69,0.77
110,Field 1 - white_grape,00006E,"(51.004825518320104, 0.5455220944301109)",0.99,0.67,0.71
111,Field 1 - white_grape,00006F,"(51.00471700837973, 0.5453953295038193)",0.98,0.27,0.49
112,Field 1 - white_grape,000070,"(51.00460849843935, 0.5452685645775276)",0.04,0.44,0.48
113,Field 1 - white_grape,000071,"(51.004499988498985, 0.545141799651236)",0.8,0.04,0.08
114,Field 1 - white_grape,000072,"(51.00439147855861, 0.5450150347249444)",0.63,0.77,0.66
115,Field 1 - white_grape,000073,"(51.00428296861824, 0.5448882697986527)",0.44,0.66,0.1
116,Field 1 - white_grape,000074,"(51.004174458677866, 0.5447615048723612)",0.7,0.41,0.14
117,Field 1 - white_grape,000075,"(51.0040659487375, 0.5446347399460695)",0.78,0.07,0.03
118,Field 1 - white_grape,000076,"(51.00395743879712, 0.5445079750197779)",0.28,0.37,0.9
119,Field 1 - white_grape,000077,"(51.00384892885675, 0.5443812100934863)",0.03,0.99,0.18
120,Field 1 - white_grape,000078,"(51.005566832916784, 0.5466447237808156)",0.76,0.06,0.63
121,Field 1 - white_grape,000079,"(51.005458322976416, 0.5465179588545239)",0.27,0.6,0.63
122,Field 1 - white_grape,00007A,"(51.00534981303604, 0.5463911939282324)",0.48,0.01,0.91
123,Field 1 - white_grape,00007B,"(51.005241303095666, 0.5462644290019407)",0.05,0.97,0.04
124,Field 1 - white_grape,00007C,"(51.0051327931553, 0.5461376640756491)",0.33,0.18,0.9
125,Field 1 - white_grape,00007D,"(51.00502428321492, 0.5460108991493575)",0.44,0.28,0.0
126,Field 1 - white_grape,00007E,"(51.004915773274554, 0.5458841342230658)",0.59,0.04,0.6
127,Field 1 - white_grape,00007F,"(51.00480726333418, 0.5457573692967742)",0.97,0.62,0.68
128,Field 1 - white_grape,000080,"(51.00469875339381, 0.5456306043704826)",0.48,0.2,0.6
129,Field 1 - white_grape,000081,"(51.004590243453436, 0.545503839444191)",0.23,0.1,0.83
130,Field 1 - white_grape,000082,"(51.00448173351306, 0.5453770745178993)",0.49,0.16,0.52
131,Field 1 - white_grape,000083,"(51.00437322357269, 0.5452503095916077)",0.31,0.2,0.61
132,Field 1 - white_grape,000084,"(51.00426471363232, 0.5451235446653161)",0.77,0.85,0.67
133,Field 1 - white_grape,000085,"(51.00415620369195, 0.5449967797390244)",0.26,0.94,0.82
134,Field 1 - white_grape,000086,"(51.00404769375157, 0.5448700148127329)",0.78,0.18,0.29
135,Field 1 - white_grape,000087,"(51.003939183811205, 0.5447432498864412)",0.88,0.09,0.5
136,Field 1 - white_grape,000088,"(51.00554857793087, 0.546879998647479)",0.42,0.74,0.24
137,Field 1 - white_grape,000089,"(51.00544006799049, 0.5467532337211874)",0.5,0.76,0.88
138,Field 1 - white_grape,00008A,"(51.00533155805012, 0.5466264687948957)",0.04,0.26,0.19
139,Field 1 - white_grape,00008B,"(51.00522304810975, 0.5464997038686042)",0.58,0.78,0.43
140,Field 1 - white_grape,00008C,"(51.00511453816937, 0.5463729389423125)",0.82,0.13,0.26
141,Field 1 - white_grape,00008D,"(51.005006028229005, 0.5462461740160209)",0.72,0.69,0.7
142,Field 1 - white_grape,00008E,"(51.00489751828863, 0.5461194090897293)",0.2,0.72,0.59
143,Field 1 - white_grape,00008F,"(51.00478900834826, 0.5459926441634376)",0.07,0.76,0.67
144,Field 1 - white_grape,000090,"(51.004680498407886, 0.545865879237146)",0.49,0.3,0.05
145,Field 1 - white_grape,000091,"(51.00457198846752, 0.5457391143108544)",0.63,0.88,0.5
146,Field 1 - white_grape,000092,"(51.00446347852714, 0.5456123493845628)",0.14,0.7,0.91
147,Field 1 - white_grape,000093,"(51.00435496858677, 0.5454855844582711)",0.52,0.09,0.86
148,Field 1 - white_grape,000094,"(51.0042464586464, 0.5453588195319795)",0.56,0.21,0.34
149,Field 1 - white_grape,000095,"(51.004137948706024, 0.5452320546056879)",0.82,0.31,0.99
150,Field 1 - white_grape,000096,"(51.004029438765656, 0.5451052896793962)",0.97,0.7,0.57
151,Field 1 - white_grape,000097,"(51.00542181300458, 0.5469885085878508)",0.31,0.23,0.67
152,Field 1 - white_grape,000098,"(51.005313303064206, 0.5468617436615592)",0.98,0.52,0.32
153,Field 1 - white_grape,000099,"(51.00520479312384, 0.5467349787352674)",0.85,0.73,0.43
154,Field 1 - white_grape,00009A,"(51.00509628318346, 0.546608213808976)",0.11,0.63,0.25
155,Field 1 - white_grape,00009B,"(51.00498777324309, 0.5464814488826842)",0.61,0.28,0.82
156,Field 1 - white_grape,00009C,"(51.00487926330272, 0.5463546839563926)",0.57,0.4,0.46
157,Field 1 - white_grape,00009D,"(51.004770753362344, 0.546227919030101)",0.62,0.74,0.07
158,Field 1 - white_grape,00009E,"(51.004662243421976, 0.5461011541038093)",0.62,0.09,0.45
159,Field 1 - white_grape,00009F,"(51.0045537334816, 0.5459743891775177)",0.34,0.52,0.47
160,Field 1 - white_grape,0000A0,"(51.00444522354123, 0.5458476242512261)",0.83,0.07,0.64
161,Field 1 - white_grape,0000A1,"(51.00433671360086, 0.5457208593249345)",0.3,0.5,0.71
162,Field 1 - white_grape,0000A2,"(51.00422820366048, 0.5455940943986428)",0.87,0.52,0.28
163,Field 1 - white_grape,0000A3,"(51.004119693720114, 0.5454673294723512)",0.99,0.52,0.8
164,Field 1 - white_grape,0000A4,"(51.00529504807828, 0.5470970185282271)",0.06,0.66,0.54
165,Field 1 - white_grape,0000A5,"(51.005186538137906, 0.5469702536019355)",0.87,0.17,0.32
166,Field 1 - white_grape,0000A6,"(51.00507802819754, 0.5468434886756438)",0.83,0.14,0.1
167,Field 1 - white_grape,0000A7,"(51.00496951825716, 0.5467167237493523)",0.02,0.43,0.02
168,Field 1 - white_grape,0000A8,"(51.00486100831679, 0.5465899588230606)",0.11,0.99,0.68
169,Field 1 - white_grape,0000A9,"(51.00475249837642, 0.546463193896769)",0.73,0.61,0.08
170,Field 1 - white_grape,0000AA,"(51.004643988436044, 0.5463364289704774)",0.94,0.05,0.55
171,Field 1 - white_grape,0000AB,"(51.004535478495676, 0.5462096640441857)",1.0,1.0,0.49
172,Field 1 - white_grape,0000AC,"(51.0044269685553, 0.5460828991178941)",0.6,0.12,0.7
173,Field 1 - white_grape,0000AD,"(51.00431845861493, 0.5459561341916025)",0.88,0.27,0.25
174,Field 1 - white_grape,0000AE,"(51.00505977321161, 0.5470787635423072)",0.71,0.25,0.94
175,Field 1 - white_grape,0000AF,"(51.004951263271245, 0.5469519986160155)",0.7,0.05,0.27
176,Field 1 - white_grape,0000B0,"(51.00484275333087, 0.546825233689724)",0.41,0.74,0.1
177,Field 1 - white_grape,0000B1,"(51.004734243390494, 0.5466984687634323)",0.24,0.0,0.67
178,Field 1 - white_grape,0000B2,"(51.004625733450126, 0.5465717038371407)",0.39,0.64,0.16
179,Field 1 - white_grape,0000B3,"(51.00451722350975, 0.5464449389108491)",0.93,0.73,0.94
180,Field 1 - white_grape,0000B4,"(51.00440871356938, 0.5463181739845574)",0.87,0.38,0.91
181,Field 1 - white_grape,0000B5,"(51.00493300828533, 0.547187273482679)",0.4,0.91,0.68
182,Field 1 - white_grape,0000B6,"(51.00482449834496, 0.5470605085563873)",0.02,0.43,0.7
183,Field 1 - white_grape,0000B7,"(51.004715988404584, 0.5469337436300958)",0.57,0.91,0.34
184,Field 1 - white_grape,0000B8,"(51.00460747846421, 0.5468069787038041)",0.01,0.83,0.32
185,Field 1 - white_grape,0000B9,"(51.00449896852384, 0.5466802137775125)",0.8,0.25,0.53
186,Field 1 - white_grape,0000BA,"(51.004806243359035, 0.5472957834230507)",0.86,0.66,0.23
187,Field 1 - white_grape,0000BB,"(51.004697733418666, 0.547169018496759)",0.53,0.03,0.03
188,Field 1 - white_grape,0000BC,"(51.00458922347829, 0.5470422535704675)",0.09,0.63,0.88
189,Field 1 - white_grape,0000BD,"(51.00467947843274, 0.5474042933634224)",0.59,0.12,0.51
